# list of object assets to load in this scene
[ASSETS]
Koopas.txt
brick.txt
coin.txt
goomba.txt
cloud.txt
mario.txt
luckyblock.txt
mario_with_tail.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, -1 = LuckyBlock
# See OBJECT_TYPE constants in AssetIDs.h



# BRICKS

1	0	148

1	0	164
1	0	148
1	0	180
1	16	180
1	32	180
1	48	180
1	64	180
1	80	180
1	96	180
1	112	180
1	128	180
1	144	180
1	160	180
1	176	180
1	192	180
1	208	180
1	224	180
1	240	180
1	256	180
1	272	180
1	288	180
1	304	180
1	320	180
1	336	180
1	352	180
1	368	180
1	384	180
1	400	180

1	400	148
1	400	164


1	234	80
1	250	80
1	266	80
1	282	80
1	298	80

#Goomba

-2	300	50
2	180	50
#KOOPAS
3	250	50	1	0
3	200	50	1	0
# MARIO
0	20	10

#Platform

#Portal 
50	400	110	316	140	2
