# list of object assets to load in this scene
[ASSETS]
mario.txt
mario_with_tail.txt
background_scene04.txt
goldenBrick.txt
coin.txt
pipe.txt
ground.txt
bush.txt
koopas.txt
#
[SETTING]
0	1900	-50	0
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas , 6 = Decoration
# See OBJECT_TYPE constants in AssetIDs.h

#Mario 
0	50	20

#ground 
5	1998	208	16	15	24	61000	62000	63000
#Invisible_Block
10	0	82	14	16	16	1
10	1912	136	8	16	16	1
10	1920	100	3	16	5	0
10	1965	112	1	16	160	1
10	1985	-50	1	16	600	1
#Coin
4	278	32
4	294	32
4	310	32

4	358	0
4	374	0
4	390	0

4	710	32
4	726	32
4	742	32

4	1280	48
4	1296	48
4	1312	48

4	1456	32
4	1456	48
4	1456	64
4	1456	80
4	1456	96
4	1456	112
4	1456	128
4	1456	144

4	1850	96
4	1834	96
4	1818	96
#Golden_Brick
30	182	80
30	198	80
30	214	80
30	230	80

30	326	64
30	342	64
30	358	64
30	374	64
30	390	64

30	550	16
30	566	16
30	582	16
30	598	16

30	582	112
30	598	112

30	694	96
30	694	80
30	694	64
30	694	48
30	710	96
30	726	96
30	742	96

30	806	96
30	806	112
30	806	80
30	806	64
30	822	112
30	838	112

30	886	80
30	886	64
30	902	80

30	950	80
30	966	80
30	982	80
30	998	80
30	1014	80

30	902	130
30	918	130
30	934	130
30	950	130

30	1104	112
30	1120	112
30	1136	112
30	1152	112
30	1168	112

30	1136	48
30	1152	48
30	1168	48
30	1184	48
30	1184	32

30	1216	96
30	1232	96

30	1344	48
30	1360	48
30	1376	48

30	1488	64
30	1488	48

30	1488	128
30	1488	144
30	1488	160
30	1504	160
30	1520	160
30	1536	160

30	1664	48
30	1664	64
30	1664	32

30	1712	128
30	1728	128
30	1744	128

#WarpPipe
40	1880	72	4	0
40	2136	176	2

#WoodenBlock
7	1967	16	10	16	16	10	0	0	0	16	0	32	0	48	0	64	0	96	0	112	0	-16	0	-32	0	80	67000	67000	67000	67000	67000	67000	67000	67000	67000	67000
 
#Bush
6	2050	192	1	0	0	71000
6	2066	192	3	0	0	0	-16	0	-32	75000	73000	71000
6	2082	192	3	0	0	0	-16	0	-32	77000	76000	72000
6	2098	192	2	0	0	0	-16	74000	72000

#FLYING GROUND
-4	320	48	16	15	3	67100	67101	67102

-4	480	100	16	15	3	67100	67101	67102
-4	530	50	16	15	3	67100	67101	67102
-4	560	140	16	15	3	67100	67101	67102

-4	694	64	16	15	3	67100	67101	67102
-4	1014	112	16	15	3	67100	67101	67102

-4	1184	64	16	15	3	67100	67101	67102

-4	1344	96	16	15	3	67100	67101	67102
-4	1360	80	16	15	3	67100	67101	67102

-4	1504	64	16	15	3	67100	67101	67102

-4	1700	144	16	15	3	67100	67101	67102

-4	1730	64	16	15	3	67100	67101	67102
-4	1750	160	16	15	3	67100	67101	67102

#KOOPAS
3	1014	60	1	0
3	1800	72	1	1
3	1920	80	1	0
